1773714396,2,5632008.0,5507863.5,619959.5,575620.2,129715.6,123986.5,84438.2,125259.1,101450.2,796.8,22.8,28.1,1107,19.3,35.9,200,666,882,1196,1729,2190,3004,2487,5867,539
1773715294,2,2553301.2,2511728.8,344789.3,325464.3,84804.6,84521.8,70476.0,112921.2,105183.5,233.7,26.0,18.8,496,22.1,24.1,200,666,885,1195,1728,2190,3002,2487,5873,540
1773715595,2,1945106.9,1909188.0,278320.7,265699.5,72481.4,72761.8,63575.8,101925.3,105263.7,447.2,26.4,18.5,784,22.6,23.5,200,667,885,1195,1727,2190,3002,2487,5873,539
1773715896,2,1582065.9,1555123.4,238995.2,228947.3,64825.2,65324.9,58632.0,94418.2,105313.1,647.9,26.7,18.1,1078,22.9,22.8,200,667,885,1195,1727,2190,3001,2486,5872,539
1773716194,2,1347077.0,1324010.4,211244.9,202761.2,59531.9,60162.3,55144.1,88703.8,105346.6,863.2,26.8,17.7,1372,23.1,22.1,200,667,886,1195,1726,2189,3001,2486,5873,538
1773716496,2,1180310.4,1160447.8,192436.4,185136.4,55619.6,56491.4,52574.7,84139.3,105371.5,1059.4,27.0,17.4,1662,23.2,21.6,200,667,886,1195,1725,2189,3001,2485,5872,538
1773716794,2,1059933.1,1046074.7,176862.0,170253.9,52416.7,53478.6,50317.0,80442.4,105391.1,1293.7,27.1,17.1,1934,23.4,21.1,200,667,886,1195,1726,2189,3000,2486,5873,539
1773717095,2,970562.0,958131.4,165038.4,159614.8,49957.0,50883.7,48627.4,77423.9,105406.9,1476.1,27.2,16.8,2229,23.5,20.7,200,667,886,1194,1725,2189,3000,2485,5873,539
1773717396,2,896336.5,884546.1,156432.7,151110.6,47973.2,48931.4,47152.3,75119.3,105421.5,1706.8,27.3,16.6,2483,23.5,20.3,200,667,886,1194,1726,2189,3001,2487,5874,539
1773717694,2,833742.1,823433.7,148828.2,144059.5,46128.6,47394.2,45857.5,73001.3,105434.9,1915.4,27.3,16.3,2792,23.6,20.0,200,667,886,1195,1726,2188,3000,2485,5870,538
1773717995,2,783482.2,773477.0,142723.4,138358.8,44651.8,45713.6,44647.0,71198.8,105445.6,2125.8,27.4,16.1,3083,23.7,19.6,200,667,886,1194,1725,2188,2999,2485,5870,538
1773718296,2,741970.2,732624.4,137861.3,133577.2,43506.2,44619.4,43692.3,69749.2,105454.9,2338.1,27.5,15.9,3379,23.7,19.3,200,667,886,1194,1725,2188,2998,2484,5870,538
1773718594,2,703915.3,695581.8,133450.1,129198.5,42275.4,43513.4,42911.8,68391.4,105464.5,2583.2,27.5,15.7,3662,23.8,19.0,200,667,886,1194,1725,2188,2999,2485,5871,538
1773718896,2,673614.9,664284.8,129458.8,125746.1,41383.2,42487.0,42177.9,67249.8,105472.1,2792.4,27.5,15.5,3962,23.8,18.8,200,667,886,1194,1724,2186,2998,2484,5869,538
1773719194,2,645137.1,637439.6,125780.7,122196.0,40646.2,41640.1,41628.1,66072.8,105478.8,3003.3,27.6,15.4,4219,23.9,18.5,200,667,886,1194,1724,2188,2998,2485,5872,538
1773719495,2,621613.5,613912.2,122570.0,119196.2,39852.2,40958.7,40879.6,65075.7,105485.1,3225.2,27.6,15.2,4466,23.9,18.3,200,667,886,1194,1724,2187,2997,2484,5870,538
1773719796,2,600068.8,592942.8,119796.7,116550.6,39159.1,40348.8,40320.9,64096.9,105491.5,3396.6,27.7,15.1,4780,24.0,18.1,200,667,886,1193,1724,2187,2998,2484,5870,538
1773720094,2,579717.4,571928.8,117089.8,113951.2,38575.2,39704.0,39842.1,63167.3,105499.7,3661.6,27.7,15.0,5083,24.0,17.9,200,667,886,1193,1724,2186,2997,2483,5868,538
1773720395,2,562183.6,555166.3,114856.8,111763.1,37939.1,39139.8,39402.7,62383.2,105506.3,3876.0,27.8,14.8,5378,24.1,17.7,199,667,886,1192,1722,2185,2995,2482,5868,538
1773720696,2,545334.1,538980.3,112573.0,109550.8,37429.5,38562.3,38949.7,61691.6,105512.4,4110.1,27.8,14.7,5653,24.1,17.5,200,667,886,1193,1722,2185,2995,2482,5868,538
1773720994,2,531763.6,525168.1,110508.2,107484.2,36935.9,38057.2,38560.7,60930.6,105517.1,4292.1,27.8,14.5,5919,24.1,17.4,199,667,886,1192,1723,2185,2995,2482,5867,537
1773721296,2,516312.8,510033.8,108568.3,105165.1,36496.5,37619.6,38201.7,60389.1,105520.9,4530.1,27.9,14.5,6223,24.2,17.2,200,667,886,1192,1722,2184,2994,2481,5866,537
1773721594,2,503831.8,497528.8,106647.9,103115.4,36027.9,37089.1,37815.6,59691.0,105523.1,4722.0,27.9,14.4,6441,24.2,17.0,200,667,886,1193,1722,2185,2995,2482,5867,538
1773721895,2,490908.4,484511.0,104195.4,101530.9,35593.6,36652.4,37446.9,59115.0,105525.5,4947.4,27.9,14.3,6744,24.2,16.9,200,667,886,1193,1722,2185,2995,2482,5868,538
1773722494,2,749524.5,742524.7,150505.6,146039.1,46805.4,49128.6,48177.0,78499.4,104926.3,543.8,27.9,12.9,847,24.2,15.0,200,667,887,1193,1723,2186,2996,2483,5872,539
1773722795,2,709991.9,704448.4,143104.0,138972.8,45142.3,47200.3,46863.7,76234.5,104948.4,734.8,28.0,13.0,1148,24.2,15.3,200,667,886,1193,1722,2185,2995,2482,5870,538
1773723096,2,676920.6,668585.1,137266.7,133467.9,43644.4,45516.5,45768.7,74320.5,104960.7,921.1,28.0,13.1,1428,24.3,15.4,200,667,886,1192,1722,2185,2994,2481,5869,537
1773723395,2,645195.9,639443.0,132406.5,128918.6,42509.8,44367.1,44670.9,72608.4,104969.3,1132.8,28.0,13.1,1706,24.3,15.3,200,667,886,1193,1722,2185,2994,2481,5868,537
1773723696,2,619223.4,614278.8,128575.0,125056.3,41513.5,43290.5,43758.0,71288.6,104975.5,1353.4,28.1,13.1,1988,24.4,15.3,199,667,886,1192,1721,2184,2994,2480,5866,538
1773723994,2,599132.6,591614.2,125213.6,121850.7,40680.5,42303.1,42994.8,69951.6,104978.2,1540.8,28.1,13.1,2259,24.4,15.2,200,667,886,1193,1721,2185,2994,2482,5868,538
1773724295,2,579398.0,573800.8,122093.3,118850.5,39977.2,41501.5,42374.3,68787.7,104979.8,1771.4,28.1,13.0,2517,24.4,15.2,199,667,886,1192,1722,2185,2994,2481,5868,537
1773724593,2,561957.5,556431.8,119402.1,116259.6,39299.4,40864.3,41845.2,67831.5,104980.2,1952.4,28.1,13.0,2756,24.4,15.1,200,667,886,1193,1721,2185,2994,2481,5868,537
1773724895,2,546915.7,540846.8,117000.2,113999.4,38737.5,40232.9,41301.2,66842.4,104981.2,2161.5,28.1,12.9,3052,24.4,15.1,200,667,886,1192,1721,2184,2993,2481,5867,538
1773725196,2,532979.1,526846.2,114731.0,111711.0,38182.8,39612.5,40841.2,65814.1,104980.5,2341.0,28.1,12.9,3315,24.4,15.0,200,667,886,1192,1721,2184,2993,2481,5868,538
1773725494,2,519628.5,513150.6,112548.2,109518.1,37628.9,39160.0,40304.5,65070.3,104980.2,2548.1,28.1,12.8,3557,24.4,14.9,200,667,887,1192,1720,2184,2993,2480,5866,538
1773725795,2,507617.4,502534.7,110720.1,107976.8,37192.5,38606.8,39844.5,64450.5,104979.1,2780.7,28.2,12.8,3864,24.4,14.8,134,444,591,795,1721,2183,2992,2480,5866,537
1773726096,2,495904.2,491461.4,108914.8,105861.2,36724.1,38086.9,39426.8,63692.8,104978.2,2966.0,28.2,12.7,4103,24.5,14.8,200,667,886,1192,1721,2183,2992,2479,5866,537
1773726395,2,486406.1,480700.5,107236.6,104257.8,36330.7,37663.9,39114.3,63019.2,104976.3,3185.9,28.2,12.7,4365,24.5,14.7,200,667,886,1192,1720,2183,2991,2480,5865,537
1773726696,2,476032.5,471958.0,105700.4,102333.3,35939.1,37280.8,38748.4,62317.2,104974.4,3341.7,28.2,12.6,4667,24.5,14.6,199,667,886,1192,1719,2182,2990,2479,5862,537
